#options: cpuid=1050111 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=25000/1000 input-res=768x432 interlace=0 total-frames=250 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:51 out:54 type:b q:27.88 q-aq:28.01 q-noVbv:27.88 q-Rceq:1.00 tex:9794 mv:11694 misc:2472 icu:14.50 pcu:783.50 scu:498.00 tlayer:4 pbqpoffset:7.71 pbfactor:2.44 avgQpOffsetCutree:0.00;
in:54 out:55 type:B q:24.89 q-aq:23.72 q-noVbv:24.89 q-Rceq:1.00 tex:43201 mv:23372 misc:3843 icu:69.25 pcu:913.50 scu:313.25 tlayer:3 pbqpoffset:4.71 pbfactor:1.72 avgQpOffsetCutree:-1.67;
in:53 out:56 type:b q:27.89 q-aq:28.00 q-noVbv:27.89 q-Rceq:1.00 tex:9508 mv:10983 misc:2477 icu:11.25 pcu:774.75 scu:510.00 tlayer:4 pbqpoffset:7.71 pbfactor:2.44 avgQpOffsetCutree:0.00;
in:55 out:57 type:b q:27.89 q-aq:28.01 q-noVbv:27.89 q-Rceq:1.00 tex:9367 mv:11020 misc:2461 icu:8.25 pcu:715.00 scu:572.75 tlayer:4 pbqpoffset:7.71 pbfactor:2.44 avgQpOffsetCutree:0.00;
in:60 out:58 type:B q:23.40 q-aq:20.38 q-noVbv:23.40 q-Rceq:1.00 tex:164646 mv:26546 misc:3736 icu:392.75 pcu:854.75 scu:48.50 tlayer:2 pbqpoffset:3.21 pbfactor:1.45 avgQpOffsetCutree:-3.64;
in:58 out:59 type:B q:24.90 q-aq:23.74 q-noVbv:24.90 q-Rceq:1.00 tex:38993 mv:22153 misc:3966 icu:60.75 pcu:878.25 scu:357.00 tlayer:3 pbqpoffset:4.71 pbfactor:1.72 avgQpOffsetCutree:-1.69;
in:57 out:60 type:b q:27.90 q-aq:28.00 q-noVbv:27.90 q-Rceq:1.00 tex:8704 mv:10533 misc:2283 icu:15.00 pcu:745.25 scu:535.75 tlayer:4 pbqpoffset:7.71 pbfactor:2.44 avgQpOffsetCutree:0.00;
in:59 out:61 type:b q:27.90 q-aq:28.00 q-noVbv:27.90 q-Rceq:1.00 tex:7631 mv:10131 misc:2438 icu:7.25 pcu:756.25 scu:532.50 tlayer:4 pbqpoffset:7.71 pbfactor:2.44 avgQpOffsetCutree:0.00;
in:62 out:62 type:B q:24.51 q-aq:22.87 q-noVbv:24.51 q-Rceq:1.00 tex:59682 mv:18847 misc:4127 icu:148.00 pcu:851.00 scu:297.00 tlayer:3 pbqpoffset:4.32 pbfactor:1.65 avgQpOffsetCutree:-2.08;
in:61 out:63 type:b q:27.91 q-aq:28.00 q-noVbv:27.91 q-Rceq:1.00 tex:6199 mv:9751 misc:2298 icu:6.25 pcu:706.25 scu:583.50 tlayer:4 pbqpoffset:7.71 pbfactor:2.44 avgQpOffsetCutree:0.00;
